Date,Q,Salt,Temp,TSS,DO,AMM,NIT,FRP,FRPADS,POC,DOC,PON,DON,POP,DOP,GRN,BGA,CRYPT,MDIAT,DINO,ZEROS,ONES
31/01/2015,40.5166,35,20,15.0000,220,100.0000,750.0000,96.7742,9.6774,2.266978,22.669784,100.0000,50.0000,87.0968,193.5484,0,0,0,0,0,0,1
28/02/2015,38.2252,35,20,13.3000,220,92.8571,696.4286,57.2581,5.7258,2.266978,22.669784,92.8571,46.4286,51.5323,114.5161,0,0,0,0,0,0,1
31/03/2015,43.9644,35,20,10.4000,220,107.1429,803.5714,48.3871,4.8387,2.266978,22.669784,107.1429,53.5714,43.5484,96.7742,0,0,0,0,0,0,1
30/04/2015,41.3398,35,20,12.8000,220,92.8571,696.4286,62.0968,6.2097,2.266978,22.669784,92.8571,46.4286,55.8871,124.1935,0,0,0,0,0,0,1
31/05/2015,45.9583,35,20,15.6000,220,78.5714,589.2857,49.1935,4.9194,2.266978,22.669784,78.5714,39.2857,44.2742,98.3871,0,0,0,0,0,0,1
30/06/2015,44.4356,35,20,28.1000,220,92.8571,696.4286,62.0968,6.2097,2.266978,22.669784,92.8571,46.4286,55.8871,124.1935,0,0,0,0,0,0,1
31/07/2015,45.3559,35,20,5.0000,220,107.1429,803.5714,45.9677,4.5968,2.266978,22.669784,107.1429,53.5714,41.3710,91.9355,0,0,0,0,0,0,1
31/08/2015,47.0003,35,20,35.9000,220,139.2857,1044.6429,29.4355,2.9435,2.266978,22.669784,139.2857,69.6429,26.4919,58.8710,0,0,0,0,0,0,1
30/09/2015,44.7814,35,20,32.7000,220,85.7143,642.8571,37.9032,3.7903,2.266978,22.669784,85.7143,42.8571,34.1129,75.8065,0,0,0,0,0,0,1
31/10/2015,46.1561,35,20,23.5000,220,107.1429,803.5714,61.2903,6.1290,2.266978,22.669784,107.1429,53.5714,55.1613,122.5806,0,0,0,0,0,0,1
30/11/2015,44.4279,35,20,49.8000,220,164.2857,1232.1429,80.6452,8.0645,2.266978,22.669784,164.2857,82.1429,72.5806,161.2903,0,0,0,0,0,0,1
31/12/2015,45.1240,35,20,40.0000,220,157.1429,1178.5714,85.0806,8.5081,2.266978,22.669784,157.1429,78.5714,76.5726,170.1613,0,0,0,0,0,0,1
31/01/2016,25.1116,35,20,5.0000,220,71.4286,535.7143,39.5161,3.9516,2.266978,22.669784,71.4286,35.7143,35.5645,79.0323,0,0,0,0,0,0,1
29/02/2016,25.0052,35,20, NaN,220,128.5714,964.2857,55.6452,5.5645,2.266978,22.669784,128.5714,64.2857,50.0806,111.2903,0,0,0,0,0,0,1
31/03/2016,28.0497,35,20, NaN,220,135.7143,1017.8571,71.7742,7.1774,2.266978,22.669784,135.7143,67.8571,64.5968,143.5484,0,0,0,0,0,0,1
30/04/2016,28.5700,35,20, NaN,220,107.1429,803.5714,65.3226,6.5323,2.266978,22.669784,107.1429,53.5714,58.7903,130.6452,0,0,0,0,0,0,1
31/05/2016,30.3325,35,20, NaN,220,114.2857,857.1429,56.4516,5.6452,2.266978,22.669784,114.2857,57.1429,50.8065,112.9032,0,0,0,0,0,0,1
30/06/2016,26.5458,35,20, NaN,220,107.1429,803.5714,54.8387,5.4839,2.266978,22.669784,107.1429,53.5714,49.3548,109.6774,0,0,0,0,0,0,1
31/07/2016,27.1444,35,20,15.0000,220,114.2857,857.1429,58.0645,5.8065,2.266978,22.669784,114.2857,57.1429,52.2581,116.1290,0,0,0,0,0,0,1
31/08/2016,29.1936,35,20, NaN,220,178.5714,1339.2857,112.9032,11.2903,2.266978,22.669784,178.5714,89.2857,101.6129,225.8065,0,0,0,0,0,0,1
30/09/2016,26.7392,35,20, NaN,220,150.0000,1125.0000,79.8387,7.9839,2.266978,22.669784,150.0000,75.0000,71.8548,159.6774,0,0,0,0,0,0,1
31/10/2016,27.3793,35,20, NaN,220,150.0000,1125.0000,66.9355,6.6935,2.266978,22.669784,150.0000,75.0000,60.2419,133.8710,0,0,0,0,0,0,1
30/11/2016,25.7438,35,20, NaN,220,178.5714,1339.2857,29.0323,2.9032,2.266978,22.669784,178.5714,89.2857,26.1290,58.0645,0,0,0,0,0,0,1
31/12/2016,25.5721,35,20, NaN,220,107.1429,803.5714,69.3548,6.9355,2.266978,22.669784,107.1429,53.5714,62.4194,138.7097,0,0,0,0,0,0,1
31/01/2017,39.8383,35,20,10.0000,220,114.2857,857.1429,70.1613,7.0161,2.266978,22.669784,114.2857,57.1429,63.1452,140.3226,0,0,0,0,0,0,1
28/02/2017,39.0804,35,20, NaN,220,157.1429,1178.5714,62.0968,6.2097,2.266978,22.669784,157.1429,78.5714,55.8871,124.1935,0,0,0,0,0,0,1
31/03/2017,41.0547,35,20, NaN,220,135.7143,1017.8571,61.2903,6.1290,2.266978,22.669784,135.7143,67.8571,55.1613,122.5806,0,0,0,0,0,0,1
30/04/2017,37.6562,35,20, NaN,220,121.4286,910.7143,70.9677,7.0968,2.266978,22.669784,121.4286,60.7143,63.8710,141.9355,0,0,0,0,0,0,1
31/05/2017,40.3409,35,20, NaN,220,128.5714,964.2857,76.6129,7.6613,2.266978,22.669784,128.5714,64.2857,68.9516,153.2258,0,0,0,0,0,0,1
30/06/2017,39.9169,35,20, NaN,220,114.2857,857.1429,52.4194,5.2419,2.266978,22.669784,114.2857,57.1429,47.1774,104.8387,0,0,0,0,0,0,1
31/07/2017,42.3977,35,20,20.0000,220,142.8571,1071.4286,63.7097,6.3710,2.266978,22.669784,142.8571,71.4286,57.3387,127.4194,0,0,0,0,0,0,1
31/08/2017,45.1728,35,20, NaN,220,114.2857,857.1429,47.5806,4.7581,2.266978,22.669784,114.2857,57.1429,42.8226,95.1613,0,0,0,0,0,0,1
30/09/2017,36.1653,35,20, NaN,220,114.2857,857.1429,66.9355,6.6935,2.266978,22.669784,114.2857,57.1429,60.2419,133.8710,0,0,0,0,0,0,1
31/10/2017,17.8071,35,20, NaN,220,121.4286,910.7143,67.7419,6.7742,2.266978,22.669784,121.4286,60.7143,60.9677,135.4839,0,0,0,0,0,0,1
30/11/2017,29.3198,35,20, NaN,220,107.1429,803.5714,52.4194,5.2419,2.266978,22.669784,107.1429,53.5714,47.1774,104.8387,0,0,0,0,0,0,1
31/12/2017,68.1966,35,20, NaN,220,128.5714,964.2857,66.1290,6.6129,2.266978,22.669784,128.5714,64.2857,59.5161,132.2581,0,0,0,0,0,0,1
31/01/2018,45.6568,35,20,10.0000,220,107.1429,803.5714,71.7742,7.1774,2.266978,22.669784,107.1429,53.5714,64.5968,143.5484,0,0,0,0,0,0,1
28/02/2018,41.2339,35,20, NaN,220,92.8571,696.4286,62.9032,6.2903,2.266978,22.669784,92.8571,46.4286,56.6129,125.8065,0,0,0,0,0,0,1
31/03/2018,45.0529,35,20, NaN,220,85.7143,642.8571,41.9355,4.1935,2.266978,22.669784,85.7143,42.8571,37.7419,83.8710,0,0,0,0,0,0,1
30/04/2018,42.9186,35,20, NaN,220,92.8571,696.4286,41.1290,4.1129,2.266978,22.669784,92.8571,46.4286,37.0161,82.2581,0,0,0,0,0,0,1
31/05/2018,44.7176,35,20, NaN,220,85.7143,642.8571,56.4516,5.6452,2.266978,22.669784,85.7143,42.8571,50.8065,112.9032,0,0,0,0,0,0,1
30/06/2018,44.6616,35,20, NaN,220,114.2857,857.1429,59.6774,5.9677,2.266978,22.669784,114.2857,57.1429,53.7097,119.3548,0,0,0,0,0,0,1
31/07/2018,33.9584,35,20,15.0000,220,100.0000,750.0000,56.4516,5.6452,2.266978,22.669784,100.0000,50.0000,50.8065,112.9032,0,0,0,0,0,0,1
31/08/2018,35.1685,35,20, NaN,220,85.7143,642.8571,64.5161,6.4516,2.266978,22.669784,85.7143,42.8571,58.0645,129.0323,0,0,0,0,0,0,1
30/09/2018,30.5718,35,20, NaN,220,92.8571,696.4286,62.9032,6.2903,2.266978,22.669784,92.8571,46.4286,56.6129,125.8065,0,0,0,0,0,0,1
31/10/2018,42.0844,35,20, NaN,220,92.8571,696.4286,51.6129,5.1613,2.266978,22.669784,92.8571,46.4286,46.4516,103.2258,0,0,0,0,0,0,1
30/11/2018,40.0881,35,20, NaN,220, NaN, NaN, NaN, NaN,2.266978,22.669784, NaN, NaN, NaN, NaN,0,0,0,0,0,0,1
31/12/2018,40.4426,35,20, NaN,220, NaN, NaN, NaN, NaN,2.266978,22.669784, NaN, NaN, NaN, NaN,0,0,0,0,0,0,1
31/01/2019,39.4573,35,20,60.0000,220,121.4286,910.7143,62.9032,6.2903,2.266978,22.669784,121.4286,60.7143,56.6129,125.8065,0,0,0,0,0,0,1
28/02/2019,36.9931,35,20, NaN,220,92.8571,696.4286,53.2258,5.3226,2.266978,22.669784,92.8571,46.4286,47.9032,106.4516,0,0,0,0,0,0,1
31/03/2019,40.4095,35,20, NaN,220,85.7143,642.8571,58.8710,5.8871,2.266978,22.669784,85.7143,42.8571,52.9839,117.7419,0,0,0,0,0,0,1
30/04/2019,36.1238,35,20, NaN,220,100.0000,750.0000,63.7097,6.3710,2.266978,22.669784,100.0000,50.0000,57.3387,127.4194,0,0,0,0,0,0,1
31/05/2019,34.4124,35,20, NaN,220,114.2857,857.1429,55.6452,5.5645,2.266978,22.669784,114.2857,57.1429,50.0806,111.2903,0,0,0,0,0,0,1
30/06/2019,39.9973,35,20, NaN,220,135.7143,1017.8571,75.8065,7.5806,2.266978,22.669784,135.7143,67.8571,68.2258,151.6129,0,0,0,0,0,0,1
31/07/2019,32.4606,35,20,15.0000,220,121.4286,910.7143,68.5484,6.8548,2.266978,22.669784,121.4286,60.7143,61.6935,137.0968,0,0,0,0,0,0,1
31/08/2019,30.7431,35,20, NaN,220,100.0000,750.0000,58.0645,5.8065,2.266978,22.669784,100.0000,50.0000,52.2581,116.1290,0,0,0,0,0,0,1
30/09/2019,34.9532,35,20, NaN,220,85.7143,642.8571,57.2581,5.7258,2.266978,22.669784,85.7143,42.8571,51.5323,114.5161,0,0,0,0,0,0,1
31/10/2019,26.4391,35,20, NaN,220,107.1429,803.5714,58.8710,5.8871,2.266978,22.669784,107.1429,53.5714,52.9839,117.7419,0,0,0,0,0,0,1
30/11/2019,27.1218,35,20, NaN,220,128.5714,964.2857,66.9355,6.6935,2.266978,22.669784,128.5714,64.2857,60.2419,133.8710,0,0,0,0,0,0,1
31/12/2019,28.8235,35,20, NaN,220,107.1429,803.5714,64.5161,6.4516,2.266978,22.669784,107.1429,53.5714,58.0645,129.0323,0,0,0,0,0,0,1
31/01/2020,27.7924,35,20,10.0000,220,171.4286,1285.7143,79.8387,7.9839,2.266978,22.669784,171.4286,85.7143,71.8548,159.6774,0,0,0,0,0,0,1
29/02/2020,24.5655,35,20, NaN,220,121.4286,910.7143,62.0968,6.2097,2.266978,22.669784,121.4286,60.7143,55.8871,124.1935,0,0,0,0,0,0,1
31/03/2020,26.5235,35,20, NaN,220,100.0000,750.0000,46.7742,4.6774,2.266978,22.669784,100.0000,50.0000,42.0968,93.5484,0,0,0,0,0,0,1
30/04/2020,24.6476,35,20, NaN,220,107.1429,803.5714,58.8710,5.8871,2.266978,22.669784,107.1429,53.5714,52.9839,117.7419,0,0,0,0,0,0,1
31/05/2020,27.8792,35,20, NaN,220,107.1429,803.5714,61.2903,6.1290,2.266978,22.669784,107.1429,53.5714,55.1613,122.5806,0,0,0,0,0,0,1
30/06/2020,26.4442,35,20, NaN,220,92.8571,696.4286,53.2258,5.3226,2.266978,22.669784,92.8571,46.4286,47.9032,106.4516,0,0,0,0,0,0,1
31/07/2020,27.7895,35,20,15.0000,220,107.1429,803.5714,54.8387,5.4839,2.266978,22.669784,107.1429,53.5714,49.3548,109.6774,0,0,0,0,0,0,1
31/08/2020,28.8090,35,20, NaN,220,128.5714,964.2857,67.7419,6.7742,2.266978,22.669784,128.5714,64.2857,60.9677,135.4839,0,0,0,0,0,0,1
30/09/2020,27.6043,35,20, NaN,220,114.2857,857.1429,51.6129,5.1613,2.266978,22.669784,114.2857,57.1429,46.4516,103.2258,0,0,0,0,0,0,1
31/10/2020,28.8986,35,20, NaN,220,114.2857,857.1429,50.0000,5.0000,2.266978,22.669784,114.2857,57.1429,45.0000,100.0000,0,0,0,0,0,0,1
30/11/2020,25.1100,35,20, NaN,220,107.1429,803.5714,58.0645,5.8065,2.266978,22.669784,107.1429,53.5714,52.2581,116.1290,0,0,0,0,0,0,1
31/12/2020,26.0505,35,20, NaN,220,142.8571,1071.4286,58.0645,5.8065,2.266978,22.669784,142.8571,71.4286,52.2581,116.1290,0,0,0,0,0,0,1
31/01/2021,25.5294,35,20,10.0000,220,142.8571,1071.4286,62.0968,6.2097,2.266978,22.669784,142.8571,71.4286,55.8871,124.1935,0,0,0,0,0,0,1
28/02/2021,24.3699,35,20, NaN,220,171.4286,1285.7143,59.6774,5.9677,2.266978,22.669784,171.4286,85.7143,53.7097,119.3548,0,0,0,0,0,0,1
31/03/2021,19.8479,35,20, NaN,220,142.8571,1071.4286,59.6774,5.9677,2.266978,22.669784,142.8571,71.4286,53.7097,119.3548,0,0,0,0,0,0,1
30/04/2021,24.5681,35,20, NaN,220,142.8571,1071.4286,58.0645,5.8065,2.266978,22.669784,142.8571,71.4286,52.2581,116.1290,0,0,0,0,0,0,1
31/05/2021,26.7689,35,20, NaN,220,157.1429,1178.5714,55.6452,5.5645,2.266978,22.669784,157.1429,78.5714,50.0806,111.2903,0,0,0,0,0,0,1
30/06/2021,30.8500,35,20, NaN,220,128.5714,964.2857,79.0323,7.9032,2.266978,22.669784,128.5714,64.2857,71.1290,158.0645,0,0,0,0,0,0,1
